City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ilhabela,-23.7781,-45.3581,298.65,65,1,2.7,BR,1699459664
366,kupino,54.3663,77.2981,268.77,81,41,2.37,RU,1699459736
367,ciudad lazaro cardenas,17.9583,-102.2,301.93,71,44,0.38,MX,1699459736
368,oleiros,43.3333,-8.3167,288.77,97,100,4.12,ES,1699459736
369,sittwe,20.15,92.9,296.98,74,27,5.17,MM,1699459736
370,fredericton,45.9454,-66.6656,277.5,63,100,10.8,CA,1699459492
371,ouargla,31.9493,5.325,299.42,35,7,7.49,DZ,1699459737
372,shache,38.4167,77.2406,284.09,25,64,2.74,CN,1699459737
373,bandarbeyla,9.4942,50.8122,299.92,76,100,5.93,SO,1699459738
374,ifrane,33.3333,-5.25,285.96,30,85,2.45,MA,1699459738
375,saint-philippe,-21.3585,55.7679,297.92,79,82,3.98,RE,1699459738
376,dudinka,69.4058,86.1778,266.83,92,100,12.96,RU,1699459738
377,skowhegan,44.7651,-69.7192,276.57,60,6,6.22,US,1699459739
378,taltal,-25.4,-70.4833,292.44,67,22,2.69,CL,1699459740
379,lae,-6.7221,146.9847,298.06,87,100,1.92,PG,1699459740
380,las amilpas,16.3667,-94.6167,302.97,62,15,5.84,MX,1699459740
381,el bauga,18.262,33.9081,305.88,24,21,1.07,SD,1699459740
382,holualoa,19.6228,-155.9522,295.06,74,100,3.13,US,1699459741
383,redencao,-4.2258,-38.7306,311.02,24,79,3.92,BR,1699459741
384,karoi,-16.8099,29.6925,299.52,40,100,3.0,ZW,1699459741
385,new norfolk,-42.7826,147.0587,288.66,99,100,0.9,AU,1699459741
386,springs,-26.25,28.4,297.91,62,1,0.05,ZA,1699459742
387,cachoeira do sul,-30.0392,-52.8939,299.97,70,100,2.48,BR,1699459743
388,sukumo,32.9333,132.7333,288.28,88,95,1.81,JP,1699459743
389,tralee,52.2704,-9.7026,282.29,87,75,5.66,IE,1699459743
390,santa marta,11.2408,-74.199,305.87,68,20,1.54,CO,1699459573
391,kuraymah,18.55,31.85,304.88,25,1,2.56,SD,1699459745
392,calarasi,47.2544,28.3081,286.1,73,100,4.09,MD,1699459745
393,silver springs,29.1044,-82.0206,299.85,66,0,0.45,US,1699459745
394,conceicao do mato dentro,-19.0372,-43.425,302.46,34,6,1.58,BR,1699459532
395,anadyr,64.75,177.4833,263.43,92,20,3.58,RU,1699459746
396,wooster,40.8051,-81.9351,282.79,78,100,4.12,US,1699459746
397,gilleleje,56.122,12.3106,282.65,84,52,3.13,DK,1699459747
398,ceeldheer,3.8488,47.1806,301.06,75,97,5.93,SO,1699459747
399,saynshand,44.8824,110.1163,258.95,77,3,5.92,MN,1699459747
400,watampone,-4.5386,120.3279,298.23,84,37,1.43,ID,1699459747
401,santa terezinha,-29.9002,-50.0904,296.57,68,100,1.52,BR,1699459748
402,minzhu,43.7286,127.3447,272.97,99,100,1.04,CN,1699459748
403,nova xavantina,-14.6667,-52.35,311.68,27,38,2.84,BR,1699459754
404,homer,59.6425,-151.5483,275.82,91,0,6.26,US,1699459628
405,miandrivazo,-19.5167,45.4667,301.58,63,86,2.25,MG,1699459755
406,mandal,25.45,74.5667,299.75,29,99,1.41,IN,1699459756
407,leshan,29.5623,103.7639,291.81,77,100,0.52,CN,1699459756
408,necochea,-38.5473,-58.7368,292.93,44,0,6.41,AR,1699459757
409,mana,5.6592,-53.7767,304.42,61,25,4.83,GF,1699459602
410,kenora,49.8167,-94.4337,274.14,100,100,5.81,CA,1699459757
411,gadzhiyevo,69.2551,33.3362,270.44,76,100,2.93,RU,1699459758
412,ta`u,-14.2336,-169.5144,299.6,87,90,8.1,AS,1699459762
413,mascoutah,38.4903,-89.7932,296.52,81,1,7.38,US,1699459617
414,apolinario saravia,-24.4328,-63.9954,306.46,38,3,6.51,AR,1699459763
415,angaur state,6.906,134.13,301.69,77,34,4.86,PW,1699459763
416,naha,26.2125,127.6811,295.1,78,20,2.06,JP,1699459565
417,vrangel',42.7297,133.0839,278.39,72,95,4.83,RU,1699459764
418,whakatane,-37.9585,176.9854,283.02,86,2,2.91,NZ,1699459764
419,belyy yar,53.6039,91.3903,260.09,92,100,1.0,RU,1699459765
420,bubaque,11.2833,-15.8333,301.93,67,43,0.89,GW,1699459765
421,kununurra,-15.7667,128.7333,301.14,74,38,4.12,AU,1699459766
422,tanjungtiram,4.0613,98.3699,298.73,88,100,3.14,ID,1699459767
423,aykhal,66.0,111.5,252.69,91,6,3.26,RU,1699459767
424,dimapur,25.9,93.7333,292.01,89,2,0.47,IN,1699459768
425,liwale,-9.7667,37.9333,301.96,50,42,4.32,TZ,1699459768
426,fale old settlement,-9.3852,-171.2468,301.92,73,100,6.46,TK,1699459768
427,darlowo,54.421,16.4107,282.3,86,86,8.96,PL,1699459769
428,lakatoro,-16.0999,167.4164,297.72,79,99,7.42,VU,1699459770
429,prince rupert,54.3161,-130.3201,281.98,87,75,9.77,CA,1699459476
430,puerto leguizamo,-0.1934,-74.7819,306.66,51,67,0.59,CO,1699459770
431,castro,-24.7911,-50.0119,301.2,44,11,3.97,BR,1699459773
432,vershino-darasunskiy,52.35,115.5167,259.18,89,100,1.72,RU,1699459774
433,nueva villa de padilla,24.0167,-98.7833,298.76,59,54,4.91,MX,1699459774
434,olinda,-8.0089,-34.8553,303.0,62,40,7.2,BR,1699459774
435,misratah,32.3754,15.0925,298.35,57,98,3.03,LY,1699459775
436,villamontes,-21.25,-63.5,312.84,31,84,2.57,BO,1699459775
437,mazamari,-11.3258,-74.5308,306.81,46,78,1.08,PE,1699459776
438,sinabang,2.4803,96.3801,299.05,86,100,1.91,ID,1699459776
439,havre,49.5833,0.3333,286.02,88,100,8.75,FR,1699459777
440,soto la marina,23.7667,-98.2167,301.47,59,20,3.1,MX,1699459778
441,ado-odo,6.6,2.9333,302.65,71,58,2.62,NG,1699459779
442,turkmenbasy,40.0222,52.9552,285.58,76,20,0.0,TM,1699459780
443,flying fish cove,-10.4217,105.6791,298.97,88,75,2.57,CX,1699459781
444,i-n-salah,27.1935,2.4607,307.52,7,1,2.72,DZ,1699459781
445,ad dilam,23.9915,47.1627,300.38,27,0,3.85,SA,1699459781
446,jose maria morelos,23.3952,-103.8984,294.54,28,85,0.58,MX,1699459782
447,colares,38.7992,-9.4469,292.22,84,20,8.05,PT,1699459782
448,camalu,30.85,-116.0667,290.0,66,0,2.21,MX,1699459782
449,chaumont,48.1167,5.1333,283.91,79,36,5.21,FR,1699459783
450,springhill,33.006,-93.4668,296.5,66,77,5.31,US,1699459491
451,cheremukhovo,60.3484,59.9851,270.91,98,100,0.89,RU,1699459783
452,carutapera,-1.195,-46.02,305.98,48,97,5.24,BR,1699459784
453,souillac,-20.5167,57.5167,297.93,82,100,3.5,MU,1699459784
454,zemio,5.0314,25.1361,299.76,71,98,1.24,CF,1699459785
455,buka,40.8108,69.1986,287.11,80,100,5.5,UZ,1699459785
456,znamenskoye,57.1281,73.8282,271.89,78,97,2.19,RU,1699459786
457,uba,-21.12,-42.9428,302.02,44,20,1.92,BR,1699459786
458,geneina,13.45,22.45,303.4,19,94,3.47,SD,1699459786
459,pemba,-12.974,40.5178,300.54,83,20,5.14,MZ,1699459787
460,kuqa,41.7278,82.9364,281.79,31,100,0.32,CN,1699459669
461,piti village,13.4626,144.6933,301.18,90,0,4.12,GU,1699459788
462,plouzane,48.3833,-4.6167,284.25,94,100,3.09,FR,1699459788
463,tvoroyri,61.5556,-6.8111,280.97,88,100,16.6,FO,1699459601
464,puerto baquerizo moreno,-0.9,-89.6,300.7,69,75,6.17,EC,1699459789
465,freetown,8.484,-13.2299,300.94,78,85,3.03,SL,1699459788
466,gorgoram,12.6398,10.7039,308.89,11,27,4.89,NG,1699459790
467,ancud,-41.8697,-73.8203,284.93,72,31,3.54,CL,1699459791
468,margherita,27.2833,95.6833,290.69,92,1,1.36,IN,1699459792
469,zag,46.9441,99.165,255.99,73,7,1.54,MN,1699459792
470,nzega,-2.479,29.5564,288.95,91,95,0.65,RW,1699459792
471,longboat key,27.4125,-82.659,301.62,60,0,2.57,US,1699459793
472,rivne,50.6231,26.2274,283.19,83,70,2.9,UA,1699459794
473,las tablas,7.7667,-80.2833,302.38,76,99,4.73,PA,1699459795
474,rio preto da eva,-2.6994,-59.6997,305.52,59,91,1.0,BR,1699459795
475,bambanglipuro,-7.95,110.2833,298.6,88,87,0.87,ID,1699459796
476,conde,-7.2597,-34.9075,303.08,53,28,7.89,BR,1699459796
477,gamba,-2.65,10.0,298.82,84,99,2.91,GA,1699459796
478,motueka,-41.1333,173.0167,285.43,95,100,1.47,NZ,1699459797
479,puerto aysen,-45.4,-72.7,283.85,87,90,2.48,CL,1699459798
480,howard springs,-12.497,131.047,302.1,81,99,3.67,AU,1699459799
481,huarmey,-10.0681,-78.1522,295.41,73,66,4.58,PE,1699459800
482,bamboo flat,11.7,92.7167,301.14,76,97,0.74,IN,1699459800
483,mount pearl,47.5166,-52.7813,279.73,97,100,9.77,CA,1699459564
484,killingly center,41.8387,-71.8692,280.09,54,2,2.24,US,1699459801
485,soc trang,9.6033,105.98,298.82,90,89,2.39,VN,1699459651
486,sinan,34.8262,126.1086,288.68,73,77,4.12,KR,1699459805
487,la'ie,21.6477,-157.9253,297.84,82,51,3.58,US,1699459805
488,walvis bay,-22.9575,14.5053,290.42,65,31,5.53,NA,1699459806
489,taza,34.25,-3.75,289.93,26,95,2.57,MA,1699459806
490,tchollire,8.4022,14.1698,304.67,31,67,1.49,CM,1699459807
491,levuka,50.1834,-105.4011,274.03,74,68,9.28,CA,1699459807
492,mili,6.0815,171.735,300.91,83,100,7.63,MH,1699459808
493,usinsk,65.9939,57.5281,274.86,100,100,5.36,RU,1699459808
494,khanty-mansiysk,61.0042,69.0019,270.21,86,0,3.13,RU,1699459809
495,bunia,1.5667,30.25,293.06,88,46,2.51,CD,1699459809
496,mogocha,53.7333,119.7667,261.73,89,100,1.94,RU,1699459810
497,jayapura,-2.5333,140.7,298.81,88,100,3.54,ID,1699459627
498,constitucion,-35.3333,-72.4167,290.45,52,22,7.46,CL,1699459811
499,newman,37.3138,-121.0208,283.23,51,0,1.98,US,1699459812
500,jumla,29.2747,82.1838,278.97,88,4,1.51,NP,1699459812
501,zalari,53.5584,102.5065,260.55,93,28,2.43,RU,1699459813
502,red hill,33.9996,-79.2581,298.22,66,0,1.9,US,1699459813
503,phetchaburi,12.9667,99.5833,297.02,95,35,1.29,TH,1699459813
504,deqen,29.9618,90.7188,273.16,64,97,2.82,CN,1699459814
505,yershov,51.3513,48.2766,281.24,78,89,2.77,RU,1699459814
506,straja,47.9167,25.55,281.58,89,89,3.19,RO,1699459821
507,port augusta,-32.5,137.7667,292.97,49,71,3.65,AU,1699459821
508,wynyard,-41.0,145.7167,285.44,96,56,0.98,AU,1699459821
509,kailua-kona,19.6406,-155.9956,297.13,76,100,3.13,US,1699459822
510,ndele,8.4109,20.6473,302.7,49,79,1.7,CF,1699459823
511,rakops,-21.0167,24.3333,306.2,22,0,2.0,BW,1699459823
512,dakhla,23.6848,-15.958,293.88,71,0,9.73,EH,1699459824
513,essaouira,31.5125,-9.77,295.12,44,10,11.83,MA,1699459825
514,grande prairie,55.1667,-118.8027,271.25,69,40,4.63,CA,1699459527
515,figuig (centre),32.1089,-1.2286,296.0,19,3,3.6,MA,1699459826
516,xinyuan,37.3,99.0,267.26,30,0,2.67,CN,1699459827
517,bardai,11.65,7.2333,305.44,18,57,2.06,NG,1699459828
518,sebdou,34.637,-1.3314,286.76,24,98,1.86,DZ,1699459829
519,yilan,24.757,121.753,298.16,88,100,1.43,TW,1699459830
520,kievka,50.2619,71.5514,278.43,42,73,3.98,KZ,1699459831
521,sorab,14.3833,75.1,295.55,91,100,0.58,IN,1699459833
522,kudymkar,59.0173,54.656,277.0,92,100,2.81,RU,1699459834
523,serhetabat,35.2799,62.3438,287.57,57,100,6.09,TM,1699459834
524,zhezqazghan,47.7833,67.7667,282.89,53,81,3.45,KZ,1699459835
525,warrnambool,-38.3833,142.4833,286.41,84,94,2.24,AU,1699459837
526,sao felipe,-14.8167,-41.3833,306.68,31,37,2.54,BR,1699459837
527,quzhou,28.9594,118.8686,289.45,93,100,1.24,CN,1699459742
528,benghazi,32.1167,20.0667,296.76,66,54,3.95,LY,1699459839
529,katsuren-haebaru,26.3369,127.8719,295.16,82,20,2.06,JP,1699459840
530,plettenberg bay,-34.0527,23.3716,289.62,62,8,1.9,ZA,1699459841
531,rocky river,41.4756,-81.8393,281.88,69,75,3.6,US,1699459841
532,sakaiminato,35.55,133.2333,288.11,64,35,2.6,JP,1699459842
533,kavadarci,41.4331,22.0119,285.33,91,100,1.96,MK,1699459842
534,kayangel,8.0823,134.7173,301.51,79,18,6.56,PW,1699459844
535,mozarlandia,-14.7447,-50.5706,309.34,33,59,5.06,BR,1699459757
536,east london,-33.0153,27.9116,292.67,68,0,2.57,ZA,1699459845
537,vernon,50.2581,-119.2691,277.2,92,24,2.57,CA,1699459846
538,slave lake,55.2834,-114.769,272.14,74,75,8.75,CA,1699459577
539,falmouth,50.1544,-5.0711,284.63,74,100,3.09,GB,1699459846
540,illela,13.7292,5.2975,309.4,7,36,3.09,NG,1699459847
541,sao felix do xingu,-6.6447,-51.995,306.65,44,81,1.53,BR,1699459847
542,gisborne,-38.6533,178.0042,282.72,78,38,5.41,NZ,1699459689
543,withernsea,53.7311,0.0335,283.29,70,100,7.0,GB,1699459847
544,kapit,2.0167,112.9333,296.43,100,100,0.63,MY,1699459763
545,xunchang,28.4543,104.715,290.38,89,100,0.67,CN,1699459849
546,vilyuchinsk,52.9306,158.4028,270.33,77,95,4.24,RU,1699459849
547,valparaiso,-33.0393,-71.6273,295.95,54,0,7.2,CL,1699459849
548,alghero,40.5589,8.3181,290.2,55,20,2.06,IT,1699459850
549,barreiro do jaiba,-15.6167,-43.6,306.97,30,1,0.54,BR,1699459850
550,nenjiang,49.1833,125.2167,257.23,100,95,0.23,CN,1699459856
551,fiambala,-27.6871,-67.6149,302.35,26,0,5.76,AR,1699459856
552,campo largo,-25.4586,-49.5283,304.0,37,5,2.09,BR,1699459856
553,magadan,59.5667,150.8,255.66,79,12,4.05,RU,1699459856
554,aginskoye,51.1,114.53,261.43,92,100,2.47,RU,1699459856
555,nushki,29.5542,66.0215,292.4,48,27,2.51,PK,1699459858
556,conception bay south,47.4999,-52.9981,280.62,96,100,10.11,CA,1699459859
557,shingu,33.7333,135.9833,289.44,81,85,2.58,JP,1699459859
558,timaru,-44.4,171.25,280.97,93,60,1.36,NZ,1699459860
559,alpine,32.835,-116.7664,288.86,76,41,0.67,US,1699459860
560,camiri,-20.05,-63.5167,310.03,30,34,0.0,BO,1699459860
561,prokop'yevsk,53.9059,86.719,269.69,92,100,0.46,RU,1699459860
562,labrador city,52.9463,-66.9114,264.15,81,78,7.53,CA,1699459861
563,pullman,46.7313,-117.1796,276.32,92,0,0.0,US,1699459601
564,as sulayyil,20.4607,45.5779,300.29,24,0,3.81,SA,1699459862
565,empangeni,-28.762,31.8933,292.4,80,69,2.68,ZA,1699459863
566,mirny,62.5353,113.9611,254.39,84,82,1.79,RU,1699459864
567,viradouro,-20.8731,-48.2969,308.9,25,0,2.79,BR,1699459864
568,daleville,31.3102,-85.713,296.31,76,0,2.57,US,1699459724
569,cuatro cienegas de carranza,26.9833,-102.0833,300.95,21,9,0.71,MX,1699459865
570,alo,7.4178,6.7371,305.24,59,35,1.9,NG,1699459865
571,post,33.1909,-101.3782,295.91,27,0,6.9,US,1699459866
572,lichinga,-13.3128,35.2406,296.75,52,83,0.61,MZ,1699459821
573,batang,-6.4846,110.7083,301.01,71,34,1.67,ID,1699459867
